EnrollmentID,StudentID,SectionID,StudyHours,Absences
12387,10890,9,10.5,0
12388,10574,294,10.0,3
12389,10513,43,10.4,7
12390,14161,96,11.0,2
12391,11965,394,8.6,3
12392,14052,12,12.4,2
12393,12231,355,10.5,4
12394,12284,487,12.3,6
12395,14985,402,13.8,4
12396,10612,471,10.1,3
12397,10438,140,11.0,8
12398,11460,287,11.9,2
12399,10524,267,10.2,5
12400,13578,354,9.0,3
12401,14896,283,10.5,3
12402,13399,21,13.9,1
12403,12262,384,2.7,3
12404,11024,458,12.2,2
12405,11580,269,10.5,2
12406,10322,250,8.4,3
12407,13127,45,12.6,3
12408,12832,175,6.4,8
12409,14276,281,8.8,3
12410,12428,77,13.9,1
12411,12981,233,4.3,2
12412,13758,320,11.5,2
12413,10450,198,14.3,6
12414,11285,355,13.3,4
12415,13519,255,11.2,4
12416,11661,156,7.1,2
12417,10904,404,12.7,3
12418,11178,468,8.1,3
12419,10330,425,9.5,2
12420,10637,4,9.8,4
12421,11890,84,6.3,5
12422,11868,197,13.9,4
12423,12516,214,9.7,0
12424,10413,280,9.8,0
12425,13834,492,8.2,2
12426,12416,145,7.9,0
12427,12587,389,11.9,4
12428,11565,57,11.9,5
12429,14611,154,18.9,3
12430,10481,100,9.1,4
12431,12276,200,8.7,1
12432,13841,457,13.3,2
12433,13312,401,12.5,2
12434,12883,440,9.1,4
12435,13744,8,11.1,1
12436,12520,448,14.7,6
12437,14614,453,6.4,1
12438,14401,10,7.8,1
12439,10655,434,11.3,2
12440,11978,124,8.0,6
12441,10181,439,8.1,7
12442,14126,270,13.7,4
12443,13020,347,11.2,7
12444,10765,27,9.8,4
12445,14136,5,7.7,4
12446,12367,335,11.1,1
12447,13299,412,13.5,6
12448,12780,133,6.1,4
12449,14988,342,6.3,1
12450,12372,140,12.0,4
12451,13391,490,8.3,2
12452,11783,264,7.6,5
12453,14781,315,8.0,2
12454,11065,449,12.3,6
12455,12457,227,12.2,5
12456,11347,60,11.2,2
12457,12228,80,8.7,3
12458,11183,55,7.6,5
12459,14133,94,8.2,2
12460,12454,427,7.3,6
12461,10539,41,8.8,5
12462,12424,10,10.1,2
12463,12304,226,12.2,5
12464,10249,116,10.1,2
12465,14789,459,9.5,2
12466,11041,340,15.1,3
12467,11392,107,1.0,3
12468,12173,7,11.9,2
12469,11336,21,11.6,2
12470,12260,252,11.6,4
12471,10500,331,12.8,3
12472,10811,101,6.4,4
12473,14985,215,12.9,2
12474,13714,44,11.2,2
12475,13705,223,8.8,1
12476,11211,210,11.9,1
12477,13746,344,10.5,1
12478,11987,214,7.2,3
12479,11492,293,3.9,4
12480,14271,239,6.1,1
12481,13049,428,7.9,3
12482,14920,65,11.2,5
12483,12935,254,5.7,1
12484,14365,370,11.2,5
12485,11818,6,10.9,0
12486,14320,294,16.2,6
12487,11276,221,11.1,1
12488,13023,427,3.8,4
12489,12878,313,13.4,2
12490,14015,203,7.3,4
12491,14088,464,7.1,2
12492,11148,70,9.4,4
12493,10238,65,11.7,4
12494,12123,252,9.2,2
12495,14596,183,10.0,4
12496,11546,112,7.3,2
12497,13984,252,6.5,3
12498,14364,291,10.6,2
12499,10987,280,5.4,2
12500,11624,294,7.9,1
12501,13122,3,9.0,3
12502,13727,179,10.7,0
12503,13902,189,9.2,4
12504,10723,168,9.0,4
12505,11096,54,6.3,3
12506,13828,66,8.8,8
12507,14286,115,9.3,1
12508,10996,316,11.2,4
12509,14662,271,7.6,3
12510,10993,214,7.3,5
12511,12784,430,6.4,0
12512,10156,110,10.5,4
12513,11896,183,8.9,5
12514,11777,260,9.6,5
12515,14769,24,8.6,4
12516,12117,339,8.7,6
12517,12421,94,8.2,0
12518,10055,256,11.5,2
12519,10085,214,10.1,4
12520,12889,359,14.4,1
12521,14688,496,9.1,4
12522,12780,40,14.7,6
12523,12670,283,9.1,4
12524,13837,463,11.5,2
12525,11009,436,8.2,1
12526,12365,37,11.5,6
12527,13687,257,3.1,0
12528,14348,204,6.3,4
12529,12200,393,7.1,2
12530,11360,211,16.2,3
12531,10910,402,13.2,6
12532,13440,123,10.8,4
12533,12914,295,8.8,2
12534,14696,459,8.3,3
12535,11007,459,8.2,4
12536,13053,286,12.0,2
12537,11144,276,10.3,7
12538,14399,244,12.7,3
12539,13221,250,11.7,3
12540,11225,143,11.2,3
12541,13879,249,7.6,2
12542,14496,320,7.6,6
12543,10068,375,10.4,4
12544,14250,409,11.1,0
12545,11015,433,9.4,2
12546,10182,67,6.3,3
12547,14621,122,10.7,3
12548,14116,235,12.3,5
12549,14947,282,6.7,0
12550,12946,429,9.1,3
12551,12058,220,7.2,2
12552,12748,126,12.9,3
12553,11881,262,16.0,3
12554,13603,238,13.9,4
12555,10655,32,5.3,5
12556,13687,203,11.0,4
12557,12289,461,11.7,4
12558,12200,273,15.2,6
12559,12832,174,8.3,3
12560,13409,309,9.6,2
12561,12236,238,6.5,2
12562,12512,356,6.0,5
12563,10722,478,10.2,2
12564,13249,388,14.4,4
12565,11201,462,10.1,3
12566,14977,110,10.1,3
12567,12463,412,6.2,3
12568,14674,71,10.4,1
12569,10310,144,8.3,3
12570,11026,206,8.6,2
12571,14413,357,15.1,3
12572,11533,423,8.7,4
12573,13644,241,9.0,5
12574,10368,91,10.7,4
12575,14651,158,1.0,2
12576,12653,207,7.7,3
12577,11250,57,4.6,3
12578,12984,56,8.3,3
12579,14576,167,15.7,2
12580,13029,127,1.7,7
12581,13135,426,5.0,6
12582,14096,18,14.1,2
12583,10940,75,9.5,3
12584,14110,278,11.3,4
12585,14238,494,10.3,2
12586,14024,388,10.4,4
12587,13692,259,9.0,6
12588,10590,445,1.0,5
12589,11783,24,9.9,1
12590,14569,462,13.3,3
12591,11208,308,13.0,4
12592,14413,67,11.7,4
12593,14541,123,9.7,0
12594,12344,287,10.5,5
12595,10847,53,12.6,7
12596,12425,445,5.4,2
12597,14681,121,15.4,2
12598,10799,186,13.0,6
12599,10471,419,15.5,5
12600,13910,287,10.9,3
12601,14828,441,8.4,2
12602,12095,244,11.4,6
12603,12995,76,12.3,1
12604,13130,394,15.8,6
12605,11314,84,9.1,3
12606,12879,402,8.8,5
12607,13516,364,13.2,2
12608,11048,312,9.3,3
12609,11088,292,8.2,0
12610,13682,307,8.4,6
12611,10283,445,3.9,3
12612,13649,147,7.9,2
12613,11399,337,11.3,3
12614,12734,360,10.0,4
12615,14068,381,11.4,3
12616,12358,395,14.0,5
12617,12936,5,17.2,6
12618,13819,101,9.2,3
12619,13239,429,6.6,4
12620,11773,100,8.7,2
12621,14078,173,12.3,5
12622,14103,432,17.4,4
12623,10788,108,10.5,2
12624,13225,270,11.4,4
12625,10043,373,9.3,3
12626,14297,28,10.5,2
12627,12943,245,13.7,3
12628,14644,265,12.4,4
12629,14322,315,9.8,2
12630,13906,38,10.8,1
12631,14729,93,8.9,4
12632,13411,153,13.6,2
12633,11359,328,15.6,4
12634,11205,48,7.4,1
12635,13605,403,7.6,1
12636,12994,130,8.9,3
12637,12242,6,12.6,2
12638,10538,414,8.7,3
12639,14012,61,12.8,1
12640,13869,258,5.3,1
12641,14577,435,9.8,2
12642,14526,339,10.4,3
12643,13584,269,7.2,3
12644,11351,305,9.6,2
12645,10945,245,13.3,2
12646,13857,8,9.6,5
12647,11824,265,11.3,4
12648,12626,151,14.3,3
12649,13899,485,7.3,4
12650,13488,200,10.8,4
12651,14207,329,1.5,2
12652,14308,400,5.8,2
12653,10851,400,12.2,2
12654,12926,268,8.4,6
12655,10996,217,10.9,1
12656,14762,377,5.5,3
12657,10350,395,1.9,6
12658,11538,338,7.9,2
12659,12978,397,8.3,3
12660,12729,419,8.9,6
12661,14347,210,14.4,4
12662,12367,363,3.8,4
12663,12237,478,7.8,4
12664,13876,171,8.9,2
12665,13095,101,9.6,0
12666,13602,414,13.0,3
12667,14175,60,9.8,2
12668,14642,323,12.4,0
12669,10924,29,13.6,4
12670,10619,153,5.8,2
12671,14401,66,13.4,3
12672,13263,239,9.4,3
12673,13304,5,10.1,5
12674,12602,124,10.4,1
12675,11048,95,11.2,4
12676,11699,5,5.6,0
12677,12231,85,5.3,1
12678,11869,240,8.5,4
12679,12655,49,11.8,2
12680,10083,26,13.9,4
12681,10093,327,8.0,2
12682,13157,414,12.6,2
12683,13049,98,9.4,3
12684,11468,412,11.0,0
12685,12025,382,8.2,0
12686,14870,270,10.4,4
12687,13818,274,7.2,2
12688,12699,313,10.3,2
12689,10792,236,12.6,4
12690,10476,209,8.8,4
12691,10504,25,10.8,1
12692,10231,326,11.1,6
12693,11587,133,13.3,1
12694,11775,181,4.4,5
12695,13091,85,12.1,6
12696,12257,246,6.7,0
12697,13971,39,6.5,2
12698,14227,251,8.1,3
12699,14839,441,7.2,4
12700,10384,114,10.6,4
12701,13164,468,7.1,0
12702,12410,267,11.7,5
12703,10761,453,3.6,4
12704,13953,102,13.2,1
12705,10943,487,5.3,2
12706,12696,227,11.2,4
12707,11297,254,7.6,2
12708,12403,227,8.7,0
12709,12148,249,7.4,2
12710,11640,281,3.6,2
12711,14397,158,8.6,5
12712,10609,2,6.3,2
12713,10882,212,5.7,5
12714,12251,36,8.7,4
12715,13093,37,9.2,2
12716,12160,258,10.3,4
12717,12429,240,11.5,2
12718,14851,364,6.4,3
12719,13002,431,5.8,3
12720,14892,91,12.3,2
12721,11995,96,9.0,3
12722,11324,187,15.9,0
12723,14318,260,3.8,6
12724,11012,219,11.0,1
12725,14039,350,7.6,3
12726,10689,195,7.7,5
12727,14069,46,8.4,5
12728,14214,365,14.0,6
12729,14270,475,5.0,5
12730,11243,358,4.9,1
12731,13448,420,11.8,6
12732,12045,65,15.1,2
12733,10441,227,7.8,5
12734,11225,56,13.3,3
12735,12463,204,12.6,3
12736,14179,35,10.8,6
12737,12753,119,10.5,3
12738,11753,466,8.9,3
12739,14443,238,12.7,3
12740,14630,101,12.0,1
12741,13003,279,8.3,1
12742,14547,225,5.2,1
12743,13217,334,7.7,4
12744,13360,44,6.8,3
12745,13943,1,9.8,2
12746,13297,219,11.4,4
12747,14310,216,11.2,4
12748,14015,450,11.4,5
12749,10900,140,10.6,2
12750,11190,397,9.9,5
12751,10653,411,9.8,1
12752,10983,276,13.7,0
12753,10576,367,8.5,4
12754,10333,112,9.3,4
12755,14308,243,3.5,5
12756,10289,485,8.4,7
12757,12214,354,9.1,8
12758,12174,6,13.6,1
12759,13834,392,6.0,5
12760,11056,277,9.6,5
12761,14370,103,9.6,3
12762,11325,405,11.9,3
12763,13596,301,8.6,6
12764,13828,70,11.8,3
12765,12663,361,10.8,5
12766,12324,428,7.7,2
12767,11883,187,6.7,2
12768,13064,158,16.3,2
12769,11154,138,8.4,3
12770,13371,331,4.9,4
12771,10097,257,8.6,3
12772,10277,394,8.0,3
12773,12848,409,6.5,1
12774,10332,464,9.9,4
12775,12253,83,10.6,4
12776,14199,74,3.9,3
12777,13052,367,10.4,5
12778,13697,14,12.2,3
12779,12408,131,7.1,1
12780,13203,196,6.0,2
12781,12087,168,6.9,1
12782,10307,417,8.4,0
12783,10884,212,9.8,1
12784,14290,207,6.5,2
12785,13590,135,8.7,4
12786,13642,108,9.2,4
12787,14345,259,10.3,6
12788,12163,119,5.5,1
12789,13148,219,7.5,3
12790,12784,165,7.6,1
12791,13142,349,14.5,1
12792,14604,154,12.9,8
12793,10155,347,9.5,2
12794,13631,25,5.2,2
12795,10461,424,12.3,6
12796,11397,43,13.2,3
12797,10791,115,9.4,4
12798,13710,350,8.2,3
12799,11868,44,7.6,4
12800,11689,212,11.7,3
12801,10577,455,11.5,4
12802,13765,285,6.5,3
12803,12544,238,7.1,3
12804,10362,226,6.4,2
12805,10457,218,15.0,4
12806,13250,347,10.5,3
12807,14225,246,12.9,3
12808,13562,313,10.0,4
12809,13111,364,10.8,2
12810,13530,137,8.7,3
12811,14908,278,14.0,5
12812,14969,460,10.5,4
12813,10350,70,9.4,0
12814,12693,6,4.0,4
12815,14548,155,11.2,5
12816,14084,256,11.2,0
12817,10109,122,13.4,4
12818,11232,118,8.7,2
12819,10577,467,7.5,4
12820,10241,308,15.1,3
12821,12639,326,5.4,4
12822,12042,433,7.2,2
12823,10371,209,14.3,3
12824,12153,349,12.5,4
12825,10098,407,8.9,1
12826,14192,81,9.0,3
12827,11949,405,9.2,3
12828,11496,330,12.3,1
12829,12094,107,12.4,2
12830,12938,136,11.6,4
12831,12079,438,12.2,3
12832,12456,14,11.5,2
12833,13447,31,2.6,5
12834,11406,179,11.0,2
12835,14812,446,8.8,5
12836,12692,402,16.4,4
12837,12746,431,5.6,3
12838,10973,94,6.3,3
12839,12749,82,10.3,4
12840,11513,180,6.3,3
12841,12924,249,17.6,2
12842,10809,473,11.7,2
12843,14695,241,8.2,3
12844,14231,165,11.2,2
12845,10328,473,10.7,2
12846,14295,286,8.0,4
12847,10683,30,6.1,1
12848,13332,356,6.6,3
12849,10124,459,8.7,3
12850,10754,304,12.9,3
12851,11607,167,11.8,3
12852,13579,283,16.6,5
12853,14667,400,7.4,5
12854,11469,486,6.4,1
12855,12846,416,9.5,3
12856,12939,413,11.3,6
12857,11927,436,11.4,3
12858,12428,202,11.1,0
12859,10165,94,10.6,1
12860,11510,459,8.4,2
12861,14711,15,8.8,1
12862,14093,300,14.7,2
12863,12811,407,6.4,0
12864,11201,48,10.7,4
12865,13282,151,13.5,5
12866,10619,114,7.0,4
12867,12713,455,6.9,2
12868,14955,381,10.9,1
12869,13724,14,11.3,3
12870,11687,457,9.1,3
12871,11607,310,11.4,3
12872,14733,348,5.1,1
12873,13933,454,8.1,3
12874,13893,171,13.5,3
12875,13804,429,4.5,3
12876,14311,406,16.2,3
12877,11354,380,9.6,5
12878,14240,61,14.8,3
12879,10619,18,13.5,3
12880,10354,428,10.7,4
12881,10281,230,10.8,4
12882,13378,86,15.7,1
12883,14933,201,6.8,5
12884,13551,146,9.7,2
12885,11960,57,8.2,6
12886,10390,85,7.5,2
12887,13868,271,13.4,4
12888,14361,201,11.2,1
12889,12054,106,11.1,3
12890,10168,314,11.1,3
12891,14946,130,12.3,2
12892,12167,14,9.4,2
12893,14270,21,13.2,0
12894,13007,427,9.7,2
12895,10187,45,10.0,2
12896,14047,34,8.9,6
12897,12941,373,9.5,3
12898,11298,71,10.9,1
12899,12646,252,9.9,4
12900,11217,335,7.5,2
12901,14628,231,9.3,4
12902,13000,12,9.0,4
12903,11206,123,9.5,4
12904,10228,263,4.3,4
12905,12614,69,12.1,1
12906,14710,111,9.4,6
12907,12137,359,11.0,2
12908,13732,246,11.5,7
12909,10250,471,6.7,3
12910,12273,373,11.8,2
12911,12951,412,6.8,3
12912,13019,98,10.9,6
12913,14769,281,4.5,1
12914,12216,322,3.2,2
12915,12158,307,12.7,0
12916,11797,201,11.5,1
12917,13245,162,9.3,1
12918,10297,430,9.7,5
12919,11928,431,5.0,2
12920,12257,376,9.7,6
12921,11458,160,10.1,7
12922,13547,381,8.5,4
12923,13128,140,9.3,2
12924,12309,253,6.8,3
12925,13665,381,5.3,3
12926,11590,403,10.3,4
12927,10096,303,6.0,2
12928,13933,166,11.1,2
12929,11360,249,10.8,2
12930,11740,394,12.9,1
12931,13795,266,10.7,6
12932,11353,355,18.8,5
12933,14925,41,8.8,2
12934,11543,55,10.9,5
12935,12668,229,7.9,5
12936,10831,224,12.8,4
12937,11606,248,10.2,3
12938,14646,374,4.4,1
12939,12748,199,7.2,5
12940,13811,115,9.2,2
12941,14659,253,5.9,3
12942,10222,202,11.3,1
12943,13952,43,5.5,2
12944,10531,166,9.1,6
12945,14127,155,8.8,2
12946,11382,288,12.7,7
12947,14118,115,9.0,3
12948,10754,327,12.2,3
12949,14310,176,10.9,1
12950,14808,282,6.2,2
12951,11189,470,16.3,4
12952,10409,58,12.9,2
12953,12486,332,6.8,2
12954,10797,408,6.5,4
12955,10861,182,13.3,4
12956,14172,114,12.4,5
12957,10366,174,11.7,5
12958,11515,442,6.8,3
12959,14937,477,7.8,7
12960,12935,256,13.6,3
12961,11584,416,11.5,2
12962,10499,400,7.5,7
12963,13242,90,13.9,0
12964,11370,454,15.7,1
12965,11252,449,8.3,4
12966,10699,141,7.7,5
12967,12728,358,14.2,1
12968,12251,6,14.6,2
12969,12494,230,14.6,4
12970,10132,396,10.9,7
12971,10091,393,8.2,3
12972,13895,340,12.5,3
12973,13198,315,8.8,2
12974,10472,487,8.6,6
12975,11266,219,10.3,2
12976,14598,67,9.8,4
12977,12809,152,8.3,1
12978,14483,271,6.6,1
12979,11112,226,9.2,2
12980,10598,63,7.9,5
12981,10908,306,5.7,1
12982,12915,352,10.3,0
12983,13217,21,10.4,2
12984,11355,1,12.1,6
12985,13947,255,10.3,3
12986,13236,225,9.7,2
12987,12705,126,12.0,5
12988,12390,267,10.3,3
12989,14076,451,10.7,4
12990,13651,406,11.5,3
12991,10464,202,8.2,6
12992,13939,108,12.8,5
12993,11073,358,10.0,5
12994,10474,88,9.6,2
12995,14984,391,12.7,6
12996,10939,369,8.4,2
12997,11311,177,8.7,1
12998,12341,356,11.4,1
12999,13521,129,10.5,0
13000,14057,321,19.9,4
13001,11087,447,13.0,1
13002,14664,320,2.8,2
13003,13530,410,10.8,0
13004,14970,273,4.5,6
13005,10260,139,8.8,2
13006,11657,451,10.5,3
13007,12956,125,8.6,2
13008,14280,10,3.4,0
13009,13120,66,10.2,4
13010,10592,288,8.3,5
13011,11433,16,11.9,3
13012,12488,368,4.3,1
13013,10229,251,7.8,2
13014,12780,282,12.4,3
13015,11369,360,3.3,4
13016,11625,231,11.4,8
13017,13980,330,7.7,3
13018,10740,253,9.3,2
13019,13175,440,6.6,2
13020,12648,100,9.1,3
13021,12071,94,6.9,4
13022,14572,393,6.3,4
13023,14994,5,12.4,3
13024,12035,7,9.6,3
13025,14381,484,10.7,3
13026,11186,65,10.2,3
13027,10590,219,13.9,3
13028,14218,268,11.1,5
13029,11136,208,11.5,2
13030,13421,176,12.2,5
13031,12559,200,7.4,2
13032,10002,281,15.3,4
13033,10892,397,6.0,3
13034,14895,425,10.9,3
13035,14725,10,10.9,2
13036,14557,254,17.1,1
13037,13000,168,11.2,3
13038,13554,289,7.7,4
13039,13658,419,8.1,1
13040,10972,421,8.7,3
13041,14150,103,10.3,9
13042,13743,476,10.6,2
13043,14205,16,11.2,3
13044,10280,328,10.1,3
13045,11699,33,11.6,4
13046,12888,437,6.6,1
13047,12885,35,5.2,1
13048,13286,183,13.3,2
13049,13580,102,5.2,2
13050,12252,332,9.7,3
13051,14641,79,7.6,2
13052,12357,17,15.3,4
13053,14624,283,15.7,5
13054,11932,370,10.0,3
13055,13415,21,9.1,2
13056,11009,405,9.2,4
13057,14713,17,10.6,6
13058,12079,411,12.6,4
13059,14196,76,20.1,1
13060,12715,432,6.8,1
13061,11339,44,10.7,5
13062,14591,420,9.5,4
13063,13690,28,8.4,5
13064,10742,25,8.7,2
13065,10734,201,9.7,5
13066,11807,303,10.6,6
13067,12379,101,11.1,2
13068,13266,279,11.5,3
13069,11754,75,5.8,2
13070,11025,306,8.0,1
13071,11483,65,11.6,2
13072,12566,255,14.3,0
13073,13555,272,11.4,4
13074,11780,124,9.1,2
13075,13717,50,11.4,6
13076,14819,13,10.8,0
13077,12117,468,6.9,5
13078,14567,336,9.5,4
13079,12540,246,10.5,2
13080,12966,208,12.2,0
13081,12761,35,14.3,4
13082,12455,114,15.4,2
13083,13755,32,5.0,3
13084,11946,253,9.4,3
13085,13369,343,14.5,4
13086,12630,248,12.3,3
13087,10529,409,12.5,3
13088,14233,427,7.8,1
13089,11472,156,7.9,3
13090,12036,365,12.0,6
13091,14035,322,8.6,5
13092,11368,451,6.6,3
13093,11720,351,10.3,2
13094,11042,353,9.4,3
13095,13488,417,12.6,3
13096,10560,303,11.2,1
13097,11565,118,15.8,1
13098,13225,35,7.0,4
13099,11801,356,10.1,2
13100,13271,320,11.7,4
13101,11812,218,11.6,3
13102,13082,268,10.8,2
13103,14263,376,4.8,3
13104,10147,181,4.1,2
13105,13829,44,6.8,4
13106,14541,174,11.5,3
13107,12118,267,4.3,4
13108,12664,198,12.0,1
13109,10319,345,9.1,2
13110,13970,302,9.0,3
13111,14132,443,15.8,3
13112,10255,315,15.4,4
13113,11337,418,8.0,4
13114,10335,99,12.3,2
13115,13092,405,10.1,5
13116,14394,210,12.6,2
13117,11045,200,8.8,3
13118,14574,482,6.0,3
13119,11792,308,9.9,5
13120,12520,304,12.4,4
13121,10962,334,9.6,4
13122,13750,147,12.5,7
13123,14566,212,13.8,5
13124,12815,388,13.5,2
13125,10590,358,11.4,3
13126,11989,32,6.0,3
13127,12840,346,4.1,4
13128,13866,156,11.8,4
13129,12434,76,12.3,1
13130,12990,442,10.0,5
13131,13949,202,10.8,1
13132,14542,425,9.7,4
13133,11961,227,10.2,3
13134,14195,289,11.1,1
13135,10655,142,12.7,0
13136,11079,104,10.3,4
13137,13075,215,10.1,2
13138,11356,466,9.6,3
13139,11459,309,10.7,9
13140,13283,108,4.0,5
13141,14913,460,12.7,0
13142,14757,298,9.4,3
13143,14696,292,7.6,3
13144,10920,25,14.1,3
13145,11747,436,9.2,2
13146,11759,229,6.9,2
13147,11832,424,12.2,4
13148,11172,115,8.6,7
13149,13279,342,8.9,5
13150,10360,454,12.6,2
13151,13811,208,13.0,4
13152,11441,190,6.0,1
13153,12920,215,9.8,4
13154,11720,9,5.7,5
13155,13254,107,8.7,1
13156,10556,227,7.6,2
13157,11234,221,13.2,1
13158,13921,206,6.7,4
13159,14040,325,11.6,7
13160,12298,405,9.1,1
13161,11536,181,5.2,6
13162,14059,326,7.5,5
13163,13303,129,6.1,7
13164,10910,287,7.5,2
13165,11962,173,7.0,7
13166,10012,489,9.0,3
13167,10980,156,12.9,6
13168,10273,384,7.4,3
13169,14584,387,6.6,4
13170,11998,102,8.2,2
13171,14634,116,9.1,2
13172,11689,471,7.7,4
13173,11596,168,6.1,4
13174,13243,4,12.3,1
13175,14684,198,11.7,5
13176,11716,204,9.7,4
13177,14339,396,14.5,9
13178,11202,378,17.4,1
13179,12846,62,14.0,7
13180,10257,71,3.7,0
13181,10310,92,10.9,3
13182,12564,474,7.6,4
13183,13418,176,8.9,4
13184,11089,391,5.2,1
13185,14732,185,10.8,4
13186,14893,56,15.2,4
13187,11177,67,9.8,1
13188,13098,397,13.0,1
13189,13231,436,11.0,2
13190,11725,63,12.3,2
13191,12629,41,3.2,4
13192,14175,459,11.3,6
13193,13300,231,12.5,4
13194,11351,151,15.1,1
13195,10620,175,5.7,4
13196,12549,321,14.9,1
13197,11379,226,9.0,2
13198,14059,415,10.6,2
13199,10978,97,12.8,2
13200,11538,495,12.8,4
13201,13773,228,4.8,3
13202,13579,36,10.3,2
13203,12534,14,6.8,3
13204,10478,165,10.2,8
13205,13655,416,8.2,6
13206,11895,181,5.0,4
13207,12381,412,7.0,3
13208,11633,193,11.7,5
13209,12041,303,11.0,4
13210,11566,199,6.7,7
13211,14126,336,8.3,4
13212,14823,246,10.7,2
13213,14269,416,10.9,0
13214,12840,408,12.0,3
13215,10468,14,10.7,3
13216,13548,431,11.8,4
13217,11976,79,9.8,2
13218,13389,372,11.5,3
13219,14221,1,14.8,6
13220,12744,476,14.7,2
13221,12575,275,10.1,4
13222,11420,377,6.5,4
13223,11878,314,14.0,5
13224,11027,135,3.0,6
13225,14632,466,11.6,4
13226,10601,495,11.5,3
13227,13593,333,10.1,4
13228,10988,115,11.2,1
13229,10606,64,6.0,4
13230,12748,274,6.8,4
13231,10139,447,6.2,1
13232,12058,196,6.5,6
13233,13587,306,7.9,5
13234,14226,324,9.5,3
13235,14497,91,13.0,4
13236,11245,272,15.9,2
13237,10642,398,7.5,5
13238,10437,446,9.8,1
13239,11424,78,10.3,4
13240,11137,391,7.3,0
13241,13722,237,8.6,3
13242,13290,312,15.1,3
13243,10058,14,13.6,4
13244,11137,170,14.0,4
13245,10700,109,11.7,0
13246,11146,326,12.5,5
13247,12456,318,11.1,1
13248,11109,43,14.8,2
13249,14496,313,1.2,4
13250,10108,358,6.7,2
13251,11985,475,5.6,5
13252,14248,75,8.0,3
13253,10906,415,10.2,5
13254,14946,307,9.6,6
13255,11993,241,7.4,4
13256,14123,323,10.5,2
13257,14215,385,11.0,1
13258,14819,80,11.6,0
13259,12148,172,12.3,7
13260,14099,475,8.1,5
13261,10806,494,13.0,6
13262,11993,434,9.8,2
13263,13601,316,12.3,3
13264,14400,259,8.1,6
13265,14273,328,15.1,3
13266,14011,114,11.5,2
13267,10084,336,10.3,0
13268,14359,111,6.4,3
13269,13321,310,13.3,1
13270,12506,2,6.7,1
13271,12457,29,16.7,3
13272,13063,272,12.2,4
13273,13853,247,6.1,3
13274,14898,221,10.6,4
13275,14991,95,15.9,2
13276,14969,234,10.0,4
13277,10388,315,8.9,5
13278,12004,395,10.9,1
13279,11032,243,7.7,4
13280,11541,480,14.0,1
13281,10450,24,7.4,3
13282,13548,339,11.3,4
13283,14438,160,13.8,1
13284,11097,330,10.2,1
13285,10860,182,13.9,5
13286,10302,241,9.4,7
13287,12020,184,6.6,3
13288,10881,352,12.2,4
13289,12282,343,11.0,2
13290,14162,353,7.1,1
13291,10230,350,9.7,2
13292,10922,94,7.1,3
13293,11833,327,10.0,2
13294,10051,208,16.8,4
13295,13679,427,12.9,1
13296,14483,53,11.9,2
13297,13782,370,10.5,1
13298,10753,385,13.1,5
13299,11479,94,10.2,1
13300,12089,98,4.6,4
13301,12994,445,6.0,1
13302,13796,118,8.4,5
13303,13341,290,8.7,1
13304,12344,317,10.1,4
13305,11239,358,13.6,2
13306,14521,61,11.2,5
13307,12237,479,10.5,2
13308,14257,252,6.7,1
13309,12429,248,9.5,1
13310,14340,264,8.1,2
13311,10183,54,6.9,7
13312,10544,181,1.0,3
13313,12827,148,6.4,1
13314,10093,46,15.2,2
13315,12416,118,13.5,8
13316,14255,93,7.4,3
13317,12446,31,8.6,3
13318,14534,213,17.5,2
13319,14402,154,17.1,4
13320,13033,479,10.6,0
13321,11974,447,12.2,6
13322,13290,404,10.9,2
13323,12377,278,9.1,2
13324,14439,313,10.8,1
13325,13235,441,11.9,3
13326,11134,104,13.2,3
13327,13639,154,11.0,4
13328,12398,273,10.9,4
13329,12774,345,6.2,1
13330,14461,357,7.5,1
13331,11921,155,4.6,3
13332,12063,323,11.4,1
13333,12201,56,8.3,6
13334,14628,280,9.4,5
13335,13015,25,10.3,6
13336,13472,370,10.9,1
13337,14951,266,4.3,3
13338,10469,292,11.2,2
13339,11345,234,8.8,4
13340,10879,210,12.6,1
13341,14463,125,9.0,4
13342,13910,173,8.2,2
13343,13808,118,13.4,2
13344,14737,401,7.1,4
13345,14958,462,8.5,4
13346,12942,314,7.2,4
13347,13346,83,8.6,4
13348,10589,82,15.0,1
13349,13884,23,6.4,1
13350,11330,136,9.2,2
13351,10092,306,12.4,3
13352,10458,400,9.3,2
13353,13342,89,11.2,5
13354,11885,299,8.4,2
13355,13122,352,9.7,1
13356,12040,369,9.2,0
13357,11404,370,9.4,1
13358,13704,211,13.5,1
13359,14483,82,8.2,5
13360,11982,96,10.9,6
13361,11793,46,12.9,3
13362,14467,433,11.7,3
13363,12232,360,9.2,2
13364,10772,271,14.0,4
13365,10205,49,10.5,2
13366,12220,149,12.6,2
13367,14921,75,8.4,2
13368,10222,221,11.8,3
13369,11192,224,12.0,2
13370,13316,6,7.7,3
13371,13290,55,14.1,5
13372,11599,339,13.4,2
13373,11909,464,8.4,3
13374,14263,332,5.8,6
13375,11543,15,9.5,5
13376,10142,11,9.7,5
13377,10090,383,8.2,4
13378,13986,167,8.6,2
13379,14407,376,12.5,2
13380,12264,74,14.8,5
13381,13513,307,12.3,5
13382,13707,165,13.8,0
13383,11210,433,10.0,4
13384,14979,185,5.4,1
